Tiempo,Desde,Hacia
1534.0,38,34
1147.8,38,35
1232.9,38,36
669.6,38,37
0.0,38,38
2135.0,38,39
931.7,38,40
1791.4,38,41
1661.0,39,0
1903.4,39,1
2011.2,39,2
2216.1,39,3
882.6,39,4
606.6,39,5
731.2,39,6
887.9,39,7
2072.6,39,8
1790.6,39,9
1880.7,39,10
606.4,39,11
1026.2,39,12
1704.0,39,13
1679.6,39,14
1841.7,39,15
1967.9,39,16
1621.3,39,17
1068.1,39,18
1581.0,39,19
2240.8,39,20
2199.5,39,21
987.8,39,22
1087.5,39,23
1162.4,39,24
1200.7,39,25
2246.0,39,26
522.8,39,27
1067.3,39,28
2007.1,39,29
2324.0,39,30
261.8,39,31
2358.6,39,32
1957.3,39,33
1188.6,39,34
1329.8,39,35
1077.9,39,36
1676.9,39,37
2118.5,39,38
0.0,39,39
1464.5,39,40
640.6,39,41
497.1,40,0
544.2,40,1
652.0,40,2
987.4,40,3
1106.4,40,4
1429.5,40,5
1420.5,40,6
1108.9,40,7
713.4,40,8
541.7,40,9
866.1,40,10
1176.5,40,11
1257.3,40,12
877.1,40,13
843.2,40,14
907.1,40,15
608.7,40,16
429.0,40,17
750.8,40,18
497.7,40,19
1179.4,40,20
1116.4,40,21
1174.0,40,22
670.2,40,23
994.4,40,24
591.6,40,25
999.5,40,26
1917.7,40,27
1306.0,40,28
777.6,40,29
941.3,40,30
1835.2,40,31
1200.3,40,32
574.6,40,33
1053.8,40,34
588.3,40,35
762.9,40,36
344.5,40,37
735.8,40,38
1669.4,40,39
0.0,40,40
1326.1,40,41
1263.2,41,0
1425.4,41,1
1533.2,41,2
1892.1,41,3
573.4,41,4
398.1,41,5
522.7,41,6
307.3,41,7
1594.6,41,8
1381.2,41,9
1567.5,41,10
608.6,41,11
601.0,41,12
1272.9,41,13
1248.5,41,14
1410.6,41,15
1489.9,41,16
1171.8,41,17
813.6,41,18
1103.0,41,19
1927.6,41,20
1886.3,41,21
407.2,41,22
824.5,41,23
581.8,41,24
919.6,41,25
1904.2,41,26
1155.2,41,27
613.4,41,28
1682.3,41,29
1846.0,41,30
885.4,41,31
2045.4,41,32
1479.3,41,33
608.0,41,34
871.0,41,35
776.1,41,36
1198.9,41,37
1640.5,41,38
703.1,41,39
1066.7,41,40
0.0,41,41
